method,sequence,frames,mean_iou,success_auc,precision_20,mean_cle,invalid_pred_count,invalid_gt_count,valid_eval_frames
fixed_wide,car12,167,0.008976917958953888,0.018734807612497767,0.017964071856287425,173948.98096769268,0,29,138
fixed_wide,car13,139,0.007194244604316547,0.01702400455872921,0.014388489208633094,376.53933408842164,0,0,139
fixed_wide,car14,443,0.10514939167539292,0.11326911472185594,0.13769751693002258,56679.87150911561,0,25,418
fixed_wide,car15,157,0.02678748389595681,0.03619852431102992,0.08917197452229299,218.9799461041506,0,0,157
fixed_wide,car17,353,0.005198940588019156,0.014837461083218753,0.0764872521246459,170.22151996659528,0,0,353
fixed_wide,car18,403,0.9137262594672346,0.9095152691447802,1.0,2.1879031118288013,0,0,403
fixed_wide,car1_s,492,0.0024407058792930317,0.012315865732914714,0.0020325203252032522,427.6408432000996,0,0,492
fixed_wide,car2,441,0.007381806131641135,0.01713028445701713,0.011337868480725623,7037.041496326331,0,3,438
fixed_wide,car2_s,107,0.18381645039518005,0.19061719256037768,0.205607476635514,592.9748391822537,0,0,107
fixed_wide,car3,573,0.1370826586047393,0.14436783992535385,0.22164048865619546,296.1343310131483,0,0,573
fixed_wide,car3_s,434,0.18067670294130544,0.1877081717388326,0.20046082949308755,566.6128090752849,0,0,434
fixed_wide,car4,449,0.08866895339721387,0.09680478070078702,0.18040089086859687,194.2757445432977,0,0,449
fixed_wide,car4_s,277,0.120428431967082,0.128283947528327,0.13357400722021662,374.1195201556302,0,0,277
fixed_wide,car5,249,0.9458933709088445,0.9416278977295324,1.0,2.233638990672405,0,0,249
fixed_wide,car7,345,0.021575111943881314,0.030994403788204908,0.028985507246376812,67005.34552533792,0,23,322
fixed_wide,car9,627,0.7761644186361522,0.7735247208931415,0.9840510366826156,2.843323995132224,0,0,627
fixed_wide,person1,267,0.842852641325293,0.8394333815404016,1.0,3.119228559115258,0,0,267
fixed_wide,person10,341,0.17491509554477766,0.18199239278766588,0.19941348973607037,158777.4306493004,0,54,287
fixed_wide,person11,241,0.7928531800288533,0.7900250605973457,0.9336099585062241,5.719401940268568,0,0,241
fixed_wide,person13,295,0.005016965462742813,0.01483470380936393,0.006779661016949152,300.5802142812368,0,0,295
fixed_wide,person15,447,0.8335895460448592,0.8302434270272661,1.0,1.9077972022858851,0,0,447
fixed_wide,person16,383,0.10512927655797681,0.11333143758240044,0.13315926892950392,91776.85438139233,0,35,348
fixed_wide,person18,465,0.6810200403783258,0.6796976471840728,0.7548387096774194,34.4972259695369,0,0,465
fixed_wide,person1_s,534,0.0358420434472503,0.04514777320428665,0.04868913857677903,692.178833108546,0,0,534
fixed_wide,person20,595,0.8056083116042555,0.8027123720775432,0.8756302521008403,10.16163984040126,0,0,595
fixed_wide,person21,163,0.010602507042372132,0.0203486606329344,0.06134969325153374,208.86868870619367,0,0,163
fixed_wide,person22,67,0.7363898314477765,0.7341510270430031,1.0,2.4238669997708198,0,0,67
fixed_wide,person23,133,0.008762906999510357,0.018164222437281375,0.007518796992481203,320.200166486278,0,0,133
fixed_wide,person2_s,84,0.8326760982068345,0.8290900518623299,0.9047619047619048,8.583673136443142,0,0,84
fixed_wide,person3,215,0.7963729557787848,0.7935988947731978,1.0,4.540805650834413,0,0,215
fixed_wide,person3_s,169,0.35326771471876584,0.3573144296678192,0.3431952662721893,167.05016380481376,0,0,169
fixed_wide,person6,301,0.838811769218015,0.8353343640011842,1.0,2.108919957566853,0,0,301
fixed_wide,person9,221,0.05517222560788426,0.06424443349312302,0.06334841628959276,54883.855403520116,0,12,209
fixed_wide,truck1,155,0.8187666255415328,0.8153944426700729,0.8129032258064516,12.542477334818635,0,0,155
fixed_wide,truck2,129,0.02149650083770516,0.031007751937984534,0.023255813953488372,613.998944503092,0,0,129
fixed_wide,truck3,179,0.012772749431097493,0.02245699430278225,0.0223463687150838,466.9109563284165,0,0,179
fixed_wide,uav2,45,0.022222222222222223,0.03190319031903183,0.06666666666666667,111179.19931802305,0,5,40
fixed_wide,uav3,89,0.012325816747541324,0.02202692179330291,0.011235955056179775,337.1217566427186,0,0,89
fixed_wide,uav4,53,0.021690964223270152,0.029889781430973397,0.18867924528301888,58.523078045142945,0,0,53
fixed_wide,uav5,47,0.02127659574468085,0.030966926479882067,0.02127659574468085,194.96724361978082,0,0,47
fixed_wide,uav6,37,0.10747014712576518,0.11533315493711525,0.1891891891891892,27079.888410836997,0,1,36
fixed_wide,uav7,125,0.008603351955307263,0.018376237623762382,0.016,40202.406370202094,0,5,120
fixed_wide,uav8,101,0.009900990099009901,0.01970395059307912,0.009900990099009901,168.7550408756673,0,0,101
fixed_wide,wakeboard1,141,0.7914557303462967,0.7890597570395339,1.0,6.1708447729232825,0,0,141
fixed_wide,wakeboard10,157,0.06949173496455671,0.0764961846503124,0.35668789808917195,25.434703224666983,0,0,157
fixed_wide,wakeboard2,245,0.6378651546095875,0.6372196403313796,0.8775510204081632,40.55596415476791,0,0,245
fixed_wide,wakeboard3,275,0.1562357893993268,0.16334833483348357,0.22181818181818183,396.3299079077621,0,0,275
fixed_wide,wakeboard4,233,0.7914317504024162,0.788637232821995,0.9699570815450643,4.0963245169606886,0,0,233
fixed_wide,wakeboard5,559,0.5315867663834393,0.5325634531252769,0.7710196779964222,26.251305999225416,0,0,559
fixed_wide,wakeboard6,389,0.18012001042030895,0.18697345312937452,0.2365038560411311,242.78901564240158,0,0,389
fixed_wide,wakeboard7,67,0.7730002450202503,0.7699128121767411,1.0,2.5753301733652867,0,0,67
fixed_wide,wakeboard8,515,0.22651011775695465,0.2325290781505334,0.3378640776699029,148.06939256343543,0,0,515
fixed_wide,wakeboard9,119,0.008403361344537815,0.018221149846077016,0.008403361344537815,194.41193880723046,0,0,119
scale_only,bike1,1029,0.20529358531534628,0.21144242704153784,0.2944606413994169,398.9519674268854,0,0,1029
scale_only,bike2,185,0.0217001617001617,0.03136205512443125,0.06486486486486487,59555.24651777563,0,11,174
scale_only,bike3,145,0.02912154782337338,0.03857972004096958,0.0896551724137931,157.5635988296872,0,0,145
scale_only,boat1,301,0.9194119414562012,0.915298838853985,1.0,2.6249222081289507,0,0,301
scale_only,boat2,267,0.9292112112110933,0.9250936329588015,1.0,2.5201008480057134,0,0,267
scale_only,boat3,301,0.860531213894603,0.8569783888687871,1.0,6.538562854132929,0,0,301
scale_only,boat4,185,0.8359140086430709,0.8327000267594331,0.9675675675675676,6.284949292281956,0,0,185
scale_only,boat5,169,0.9225226284722932,0.9184486495986878,1.0,2.3551368761191656,0,0,169
scale_only,boat6,269,0.784413863841962,0.7815893113474919,1.0,2.0455235395585487,0,0,269
scale_only,boat7,179,0.9073437484419008,0.9036451131146631,0.9888268156424581,3.180643908967555,0,0,179
scale_only,boat8,229,0.09901240324900158,0.10657615979938596,0.45414847161572053,55.511702959627186,0,0,229
scale_only,boat9,467,0.20035457071646168,0.2068607288994424,0.26552462526766596,98.6204595437786,0,0,467
scale_only,building1,157,0.02337726772075991,0.03285615185722405,0.03184713375796178,224.73256923288076,0,0,157
scale_only,building2,193,0.1734030668856632,0.18006463858821148,0.22797927461139897,250.32959201575204,0,0,193
scale_only,building3,277,0.008856610256084642,0.018622439861314677,0.01444043321299639,667.1407159861819,0,0,277
scale_only,building4,263,0.04085559865950239,0.04995670669728567,0.049429657794676805,215.60811679947844,0,0,263
scale_only,building5,161,0.04734281410714096,0.055962117950925594,0.08695652173913043,223.4035452046588,0,0,161
scale_only,car10,469,0.8556812529293731,0.8521395849606287,1.0,1.7762317953908497,0,0,469
scale_only,car11,113,0.033275553812698214,0.04249539998247611,0.07079646017699115,97504.93478405819,0,11,102
scale_only,car12,167,0.008976917958953888,0.018734807612497767,0.017964071856287425,173948.98096769268,0,29,138
scale_only,car13,139,0.007194244604316547,0.01702400455872921,0.014388489208633094,376.53933408842164,0,0,139
scale_only,car14,443,0.16385235934275197,0.17111056478108294,0.2076749435665914,56834.51270280651,0,25,418
scale_only,car15,157,0.02678748389595681,0.03619852431102992,0.08917197452229299,218.9799461041506,0,0,157
scale_only,car17,353,0.005198940588019156,0.014837461083218753,0.0764872521246459,170.22151996659528,0,0,353
scale_only,car18,403,0.9126224570891973,0.9086799498808442,1.0,2.167050756880785,0,0,403
scale_only,car1_s,492,0.0024407058792930317,0.012315865732914714,0.0020325203252032522,427.6408432000996,0,0,492
scale_only,car2,441,0.007381806131641135,0.01713028445701713,0.011337868480725623,7037.041496326331,0,3,438
scale_only,car2_s,107,0.032379615068165536,0.04173221060423793,0.102803738317757,595.2422567884495,0,0,107
scale_only,car3,573,0.6426996860839448,0.6418709933820611,0.8865619546247818,12.239279261444697,0,0,573
scale_only,car3_s,434,0.15762737536316693,0.16471232376693895,0.17050691244239632,618.2860460364446,0,0,434
scale_only,car4,449,0.07374002348648703,0.08196432115371885,0.133630289532294,282.7592227838562,0,0,449
scale_only,car4_s,277,0.0075751878183890585,0.017371412231475925,0.007220216606498195,588.6404796314104,0,0,277
scale_only,car5,249,0.9537042886466378,0.9494612111813592,1.0,2.0710565925297284,0,0,249
scale_only,car7,345,0.021575111943881314,0.030994403788204908,0.028985507246376812,67005.34552533792,0,23,322
scale_only,car9,627,0.36617620487404584,0.37034756107189704,0.4258373205741627,227.19743906007616,0,0,627
scale_only,person1,267,0.851305107557244,0.8484073126413768,1.0,2.8785552794609157,0,0,267
scale_only,person10,341,0.18188263158731316,0.18896083156702756,0.19941348973607037,158776.1052265898,0,54,287
scale_only,person11,241,0.7883294532807011,0.7854648535392955,0.9626556016597511,5.127041235299887,0,0,241
scale_only,person13,295,0.005016965462742813,0.01483470380936393,0.006779661016949152,300.5802142812368,0,0,295
scale_only,person15,447,0.8190089139124611,0.8161339623895275,1.0,1.6479183974958045,0,0,447
scale_only,person16,383,0.10446954457618914,0.11268515885531107,0.13315926892950392,91807.26937291725,0,35,348
scale_only,person18,465,0.6810517679047084,0.6796976471840728,0.7548387096774194,34.49975790694115,0,0,465
scale_only,person1_s,534,0.19797694330138754,0.20465754440612577,0.25280898876404495,558.2973383261342,0,0,534
scale_only,person20,595,0.8240130431985846,0.8207671187286794,0.9109243697478991,8.667941420448907,0,0,595
scale_only,person21,163,0.010602507042372132,0.0203486606329344,0.06134969325153374,208.86868870619367,0,0,163
scale_only,person22,67,0.8269494224872638,0.8237032658489737,1.0,1.1034222931057716,0,0,67
scale_only,person23,133,0.008762906999510357,0.018164222437281375,0.007518796992481203,320.200166486278,0,0,133
scale_only,person2_s,84,0.8364120497561526,0.8330975954738332,0.9642857142857143,6.95402833168397,0,0,84
scale_only,person3,215,0.837987519412417,0.8347225420216439,1.0,2.441890458959142,0,0,215
scale_only,person3_s,169,0.3581611115096247,0.3619427031460545,0.3668639053254438,152.0143617160507,0,0,169
scale_only,person6,301,0.8648552757825118,0.8612545639946056,1.0,1.896916355310765,0,0,301
scale_only,person9,221,0.05517222560788426,0.06424443349312302,0.06334841628959276,54883.855403520116,0,12,209
scale_only,truck1,155,0.4731483054448019,0.4755669115298623,0.45161290322580644,178.3704034499097,0,0,155
scale_only,truck2,129,0.02149650083770516,0.031007751937984534,0.023255813953488372,613.998944503092,0,0,129
scale_only,truck3,179,0.012772749431097493,0.02245699430278225,0.0223463687150838,466.9109563284165,0,0,179
scale_only,uav2,45,0.022222222222222223,0.03190319031903183,0.06666666666666667,111179.19931802305,0,5,40
scale_only,uav3,89,0.012325816747541324,0.02202692179330291,0.011235955056179775,337.1217566427186,0,0,89
scale_only,uav4,53,0.021727389727205556,0.029889781430973397,0.18867924528301888,58.47294252440851,0,0,53
scale_only,uav5,47,0.02127659574468085,0.030966926479882067,0.02127659574468085,194.96724361978082,0,0,47
scale_only,uav6,37,0.10747014712576518,0.11533315493711525,0.1891891891891892,27079.888410836997,0,1,36
scale_only,uav7,125,0.008603351955307263,0.018376237623762382,0.016,40202.406370202094,0,5,120
scale_only,uav8,101,0.009900990099009901,0.01970395059307912,0.009900990099009901,168.7550408756673,0,0,101
scale_only,wakeboard1,141,0.8073011996535244,0.804016571869953,1.0,5.404435761110743,0,0,141
scale_only,wakeboard10,157,0.6911886628936499,0.6891593617960522,1.0,2.356611220362602,0,0,157
scale_only,wakeboard2,245,0.19344994320161543,0.20040412204485777,0.24081632653061225,529.6216843035629,0,0,245
scale_only,wakeboard3,275,0.13862330135146045,0.14624662466246638,0.19272727272727272,192.80973703431997,0,0,275
scale_only,wakeboard4,233,0.811090868876878,0.8081842519015857,1.0,3.6360078558561297,0,0,233
scale_only,wakeboard5,559,0.538508077315971,0.5395419685081208,0.667262969588551,147.10370993236916,0,0,559
scale_only,wakeboard6,389,0.19921447420278354,0.20601186082618528,0.23393316195372751,218.22264178309962,0,0,389
scale_only,wakeboard7,67,0.8368480911568893,0.8333087040047292,1.0,2.0084183857214883,0,0,67
scale_only,wakeboard8,515,0.3807932043208196,0.38431221762952983,0.5320388349514563,223.20429003945603,0,0,515
scale_only,wakeboard9,119,0.008403361344537815,0.018221149846077016,0.008403361344537815,194.41193880723046,0,0,119
ufz,bike1,1029,0.6155895340363726,0.614429081392104,0.8007774538386784,15.455615922717026,0,0,1029
ufz,bike2,185,0.0217001617001617,0.03136205512443125,0.06486486486486487,59555.24651777563,0,11,174
ufz,bike3,145,0.02912154782337338,0.03857972004096958,0.0896551724137931,157.5635988296872,0,0,145
ufz,boat1,301,0.9199941768013031,0.9158909246406368,1.0,2.5369750998954492,0,0,301
ufz,boat2,267,0.9292112112110933,0.9250936329588015,1.0,2.5201008480057134,0,0,267
ufz,boat3,301,0.8657316909417698,0.8625045228775371,1.0,6.401292327212043,0,0,301
ufz,boat4,185,0.8359140086430709,0.8327000267594331,0.9675675675675676,6.284949292281956,0,0,185
ufz,boat5,169,0.9233342839125861,0.9195031929228427,1.0,2.2896343943839472,0,0,169
ufz,boat6,269,0.7827094307951327,0.7798225919246203,1.0,2.0391962687734155,0,0,269
ufz,boat7,179,0.904125432328209,0.9006582222468057,0.9776536312849162,3.482173607075852,0,0,179
ufz,boat8,229,0.09901240324900158,0.10657615979938596,0.45414847161572053,55.511702959627186,0,0,229
ufz,boat9,467,0.20064957818071172,0.20722115038056266,0.26552462526766596,98.61581798547135,0,0,467
ufz,building1,157,0.02337726772075991,0.03285615185722405,0.03184713375796178,224.73256923288076,0,0,157
ufz,building2,193,0.1734030668856632,0.18006463858821148,0.22797927461139897,250.32959201575204,0,0,193
ufz,building3,277,0.008856610256084642,0.018622439861314677,0.01444043321299639,667.1407159861819,0,0,277
ufz,building4,263,0.04085559865950239,0.04995670669728567,0.049429657794676805,206.338202161094,0,0,263
ufz,building5,161,0.04780232119468841,0.056392595781317334,0.09316770186335403,223.35900260759416,0,0,161
ufz,car10,469,0.8556812529293731,0.8521395849606287,1.0,1.7762317953908497,0,0,469
ufz,car11,113,0.033275553812698214,0.04249539998247611,0.07079646017699115,97504.93478405819,0,11,102
ufz,car12,167,0.008976917958953888,0.018734807612497767,0.017964071856287425,173948.98096769268,0,29,138
ufz,car13,139,0.007194244604316547,0.01702400455872921,0.014388489208633094,376.53933408842164,0,0,139
ufz,car14,443,0.1638990745519961,0.17113291464586627,0.2076749435665914,56834.51354787492,0,25,418
ufz,car15,157,0.02678748389595681,0.03619852431102992,0.08917197452229299,218.9799461041506,0,0,157
ufz,car17,353,0.005198940588019156,0.014837461083218753,0.0764872521246459,170.22151996659528,0,0,353
ufz,car18,403,0.9122644330931979,0.9083114266761665,1.0,2.1765082244639142,0,0,403
ufz,car1_s,492,0.0024407058792930317,0.012315865732914714,0.0020325203252032522,427.6408432000996,0,0,492
ufz,car2,441,0.007381806131641135,0.01713028445701713,0.011337868480725623,7037.041496326331,0,3,438
ufz,car2_s,107,0.032379615068165536,0.04173221060423793,0.102803738317757,595.2422567884495,0,0,107
ufz,car3,573,0.6426996860839448,0.6418709933820611,0.8865619546247818,12.239279261444697,0,0,573
ufz,car3_s,434,0.1564162420604201,0.16382260345850255,0.17050691244239632,501.9825906368029,0,0,434
ufz,car4,449,0.07374002348648703,0.08196432115371885,0.133630289532294,282.7592227838562,0,0,449
ufz,car4_s,277,0.00802652918032694,0.017800335990277805,0.007220216606498195,568.5756175395329,0,0,277
ufz,car5,249,0.9541460917695401,0.9500178933556008,1.0,2.061899780807998,0,0,249
ufz,car7,345,0.021575111943881314,0.030994403788204908,0.028985507246376812,67005.34552533792,0,23,322
ufz,car9,627,0.36512273947984397,0.3693369336933698,0.4258373205741627,227.19581048600102,0,0,627
ufz,person1,267,0.851305107557244,0.8484073126413768,1.0,2.8785552794609157,0,0,267
ufz,person10,341,0.18175715701980324,0.1888156557591242,0.19941348973607037,158776.69257915826,0,54,287
ufz,person11,241,0.7878800569711008,0.7851772729140128,0.975103734439834,5.040044458836188,0,0,241
ufz,person13,295,0.005016965462742813,0.01483470380936393,0.006779661016949152,300.5802142812368,0,0,295
ufz,person15,447,0.8201726005831068,0.8169978071632664,1.0,1.632108647811886,0,0,447
ufz,person16,383,0.10289096204095448,0.11115994105938012,0.13315926892950392,91847.57895553396,0,35,348
ufz,person18,465,0.6810200403783258,0.6796976471840728,0.7548387096774194,34.4972259695369,0,0,465
ufz,person1_s,534,0.20406948726107244,0.21049801609374413,0.24719101123595505,390.4552331038636,0,0,534
ufz,person20,595,0.824405812703426,0.8211997670355269,0.9109243697478991,8.599328675986303,0,0,595
ufz,person21,163,0.010602507042372132,0.0203486606329344,0.06134969325153374,208.86868870619367,0,0,163
ufz,person22,67,0.8269494224872638,0.8237032658489737,1.0,1.1034222931057716,0,0,67
ufz,person23,133,0.008762906999510357,0.018164222437281375,0.007518796992481203,320.200166486278,0,0,133
ufz,person2_s,84,0.8369714884818574,0.8336869401225835,0.9642857142857143,6.892474888298624,0,0,84
